"","V1","V2","V3","V4","V5"
"1",0.18134352372447,0.130055392288448,0.496411134579685,0.846461874013922,0.478843816926237
"2",0.851828502188592,0.344736017518832,0.199619961207267,0.226606757263653,0.581274928022952
"3",0.736140874076169,0.819874627876406,0.83628884767446,0.837470338782606,0.343014816959854
"4",0.42764105718319,0.542467354941337,0.218469593567774,0.765493908327228,0.159802839201409
"5",0.532645187662449,0.421295945772746,0.690643457545899,0.284643438455649,0.640217146438391
"6",0.193435286438713,0.548282567144992,0.672753920973899,0.641212100345331,0.61194853272972
"7",0.528203511005112,0.423948626354802,0.670907892258217,0.166722164835781,0.524331563523971
"8",0.625826013105145,0.362559219532491,0.490089359759508,0.847871786096289,0.493827822251556
"9",0.701016542972531,0.282575088578587,0.786911307484998,0.86462569322763,0.262196187318924
"10",0.452567821329615,0.411555606781971,0.769220942704628,0.511140291140415,0.680498805380426
"11",0.3509559739572,0.176657293537166,0.277333398909929,0.221051606764396,0.369386603862513
"12",0.505222787751971,0.162741085592657,0.225696966592067,0.756730007790184,0.541729398690785
"13",0.230847970970596,0.726785264209999,0.643340447008454,0.752546310271292,0.733786737271895
"14",0.818616915969799,0.709978984389299,0.215629509836901,0.51327029312014,0.667035095743835
"15",0.406617766615779,0.588940816157497,0.801530424506093,0.187657285561475,0.53011775665932
"16",0.755447905896387,0.156679743060532,0.60690782332886,0.85405418962768,0.687379967113491
"17",0.312201282490821,0.541343601865539,0.736134949066987,0.883401835785868,0.69616799522331
"18",0.184264534522469,0.711519197988324,0.850646049359037,0.45139841562463,0.685052423635653
"19",0.429440019458998,0.203664721520618,0.483808676416365,0.257774656483438,0.441804166312329
"20",0.66628828789449,0.778876383449882,0.564164964239424,0.201092015670612,0.689405087611328
"21",0.266333048907729,0.475020704918696,0.432233054479118,0.66457809496733,0.59847520540515
"22",0.423419134888488,0.394676626853334,0.794441989273764,0.386946199078889,0.465972029164433
"23",0.75307162005594,0.425075418531274,0.299959428461579,0.394775258764469,0.872524557771472
"24",0.613485724294558,0.194063181431498,0.170879202191563,0.2521292679136,0.776342844893845
"25",0.148764691402515,0.840725403171964,0.149024167421429,0.36695875050112,0.821363320751426
"26",0.340130304504031,0.396679372662057,0.629991152291652,0.496838487855935,0.284718847906838
"27",0.26542864315755,0.172481368447964,0.651219532810152,0.391788440501783,0.127678098632954
"28",0.310244128579895,0.761722131796492,0.601761034195001,0.494869755255214,0.363650156769591
"29",0.128305635647227,0.700001857565405,0.619319837896774,0.835948753647506,0.452055200044997
"30",0.676130928763499,0.7814458149982,0.118683835661349,0.130148482928984,0.795053962252724
"31",0.477398113690161,0.733309466212212,0.627331129626216,0.45892613388955,0.63824215638591
"32",0.139343719366783,0.768835299057265,0.176108810777155,0.139115506338576,0.264891938409458
"33",0.862053611071625,0.319446965080375,0.180869403953509,0.605221027821768,0.348394141640825
"34",0.468796170482412,0.226977618763068,0.720587778175094,0.615843854759044,0.28930411540127
"35",0.536597499407517,0.514655303861635,0.271731596034952,0.726791885292778,0.832649744231875
"36",0.634233099226219,0.192471353418659,0.498553639482086,0.82189191619788,0.535189933836926
"37",0.784213950243934,0.802359270484031,0.185447277304561,0.369166538579389,0.577901488527345
"38",0.248791676940552,0.365451303946475,0.130862335534611,0.651340995906697,0.47680814265584
"39",0.609938159315536,0.760809015320924,0.856942649255507,0.590945440185412,0.813510109706937
"40",0.595438028418614,0.678385834284592,0.880218806544008,0.889707396052002,0.605963309414685
"41",0.287831473884328,0.717044919730319,0.460489926145878,0.410230520328507,0.180887530879428
"42",0.442265415039379,0.46339789212402,0.748146035050663,0.348525166478474,0.843285965858027
"43",0.651076653861596,0.288878484340074,0.508509685025706,0.877045255142419,0.123874381867082
"44",0.838872851687639,0.721150762036908,0.64542343310779,0.835281086772525,0.780180296251085
"45",0.194164669546299,0.562017838019878,0.227384123152277,0.840104168983797,0.799682943228787
"46",0.17675357765099,0.383229667305636,0.661071949325036,0.573820821292233,0.348911145561375
"47",0.636202630431547,0.655623982705641,0.545679156582958,0.315480013348473,0.319908220304487
