"","V1","V2","V3","V4"
"1",0.156488333597247,0.770994853303834,0.461042821014167,0.137314707756575
"2",0.620447399469558,0.170533716234911,0.797005919191454,0.822082724382968
"3",0.682708526187842,0.722774311667973,0.081763294138613,0.780938627666661
"4",0.219423607658329,0.373184036821393,0.143232648567895,0.883283871739903
"5",0.437571622715332,0.238255735445834,0.557944615440044,0.820026376574034
"6",0.108559103109209,0.311709113507864,0.559391739983777,0.462409140515208
"7",0.165136682069528,0.57464125221063,0.612725509678213,0.599005504566178
"8",0.670900687292285,0.881597729421088,0.788031653759535,0.788117823734813
"9",0.789238993904021,0.169675423375198,0.139230527675578,0.202510456385956
"10",0.725667999927952,0.868023887858726,0.44760517327381,0.858996299571424
"11",0.701721184980124,0.337796788091572,0.213258737373232,0.176812212969775
"12",0.349573259185002,0.328509088364164,0.560844268526084,0.376546973757712
"13",0.182357475637525,0.757102083416789,0.285782553593828,0.570279219456882
"14",0.907730181821555,0.129893746382025,0.566452990721446,0.150307232858281
"15",0.168678981987427,0.214890384549009,0.108365189416134,0.422204306460584
"16",0.700810047136287,0.0862390443256923,0.761066244043343,0.516602083353791
"17",0.453462780267665,0.869247281731306,0.637352774352767,0.773518259738505
"18",0.565439889895996,0.449384906329547,0.548688482575983,0.82310191202942
"19",0.35981955814142,0.903875529117483,0.600010889943556,0.645137400008472
"20",0.412267896150838,0.420444631001779,0.852924663271821,0.512113490910269
"21",0.544236794835223,0.199017537025336,0.83736731773575,0.466657833936292
"22",0.809468938200069,0.570819819470468,0.142009576499529,0.141806496252372
"23",0.149049872985841,0.409569178897156,0.567312008703593,0.789025677702323
"24",0.711550228163999,0.834826219507626,0.791878703143115,0.632211441152862
"25",0.327186806273447,0.220024768389163,0.676076568439935,0.876811318065905
"26",0.827800845681091,0.606180182033152,0.674878810226052,0.452844104643445
"27",0.366979636910172,0.735199109557018,0.120276519222118,0.892828106120828
"28",0.137655096686046,0.809406583686692,0.829941662201724,0.651632865288827
"29",0.159586060751296,0.878847309108824,0.375723431022239,0.716861166666328
"30",0.640455748730539,0.239188639156055,0.919020403251717,0.287826100464777
"31",0.614569928438868,0.417497991387001,0.884878919458882,0.848754665008413
"32",0.68436068137775,0.329507530845835,0.71466022891957,0.274330405338135
"33",0.104637006058557,0.74758413287179,0.67262093293148,0.853633908934758
"34",0.465903647094632,0.500029420078,0.475696607975489,0.527514570713309
"35",0.891812877200012,0.54556862630449,0.59134942790826,0.652863836949691
"36",0.571301807680367,0.854129336020643,0.824037145425765,0.341468438236375
"37",0.759557136911899,0.598115779568242,0.827030618712639,0.316193166042878
"38",0.424858418695429,0.932010082919151,0.472361900270584,0.17239196370888
"39",0.231026774216111,0.135862508153742,0.653349495922614,0.689312406621341
"40",0.830358617892489,0.782950436815154,0.232210065991219,0.878379493654439
"41",0.352514209304936,0.128207102468171,0.743603111065459,0.539036639691663
"42",0.537806990602985,0.794659521094124,0.119695192635325,0.713470025297387
"43",0.853370478394042,0.441739227122827,0.425905826474606,0.798251188653521
"44",0.867296824594294,0.332455104437125,0.741770919773595,0.554325527492245
"45",0.428336998227585,0.347727008676489,0.379210236832899,0.682131030889494
"46",0.624209105572331,0.901817131620233,0.361815590539814,0.263145911386237
"47",0.757543785660195,0.648193763089034,0.243484208595473,0.303625914622098
"48",0.298898999865633,0.146117838112238,0.788774779050145,0.089861653999625
"49",0.491632118652508,0.520342154647224,0.649630831706537,0.626717204824755
"50",0.439857885169664,0.291140878499219,0.403677555200245,0.870272512553992
"51",0.173435182700466,0.731055619985065,0.828354683198101,0.291279703059034
"52",0.505749003135466,0.831164472000008,0.193905085266036,0.585938199165809
"53",0.189322825279752,0.610718133662761,0.312077926037767,0.811096294206301
"54",0.66011222319112,0.785746006653977,0.631458938411503,0.189766765480994
"55",0.884611438668133,0.111812939377435,0.407153757703491,0.180545246848903
"56",0.372695725004721,0.66947022365639,0.775105113607964,0.620614739760557
"57",0.354782032371565,0.208080264639242,0.296926194035581,0.126297580085894
"58",0.263205262928802,0.85021000466376,0.196239050984316,0.340323578541034
"59",0.174791991893934,0.145061691000925,0.408683736389836,0.279699598723424
"60",0.297888364503493,0.820168269161867,0.810529851740492,0.518806306963254
"61",0.513492008358506,0.171617062808613,0.105911502065802,0.786671750722786
"62",0.102085724679886,0.269616878992944,0.171237103616087,0.192671683640219
"63",0.6749456763507,0.15254772983824,0.134869563849643,0.817805528294827
"64",0.435419336412368,0.464225144842307,0.164791334114769,0.54219502103016
"65",0.158393038007364,0.926522917949728,0.533624955256736,0.603695655546949
"66",0.367588090949825,0.411737413318562,0.386830933393378,0.384682484762078
"67",0.92201666203261,0.479460157648926,0.794165973891837,0.87453396679767
"68",0.905117428714875,0.875093929671483,0.711251793223367,0.1979603940631
"69",0.257709169066511,0.873396462034434,0.647378340477589,0.131090141098082
"70",0.522822907278314,0.635680360006102,0.892423258208271,0.353642168683665
"71",0.642380965347402,0.149054411360994,0.517143684910012,0.163217853837247
"72",0.467858334213296,0.619998323082857,0.146321698054006,0.6866893859038
"73",0.278720470809245,0.360771594455333,0.397543981983659,0.110909534481221
"74",0.356500006436836,0.379744362924581,0.866389970041678,0.364343792880287
"75",0.622833179849133,0.567217917180886,0.688409346963745,0.533063697494966
"76",0.879993397644056,0.717995128642568,0.330936744037816,0.400028859491992
"77",0.927946324163848,0.727213597539147,0.623014219704949,0.284628072461512
"78",0.0640879033861815,0.814704608346801,0.310468385449411,0.338837256584583
"79",0.875653746781339,0.6951364742582,0.198630513212244,0.492012233778036
"80",0.742280381131984,0.426074762080596,0.656767340846626,0.542943978897695
"81",0.164068436391452,0.439214638786923,0.1381858718505,0.205587959095969
"82",0.893099066416866,0.114255359830734,0.207183631229813,0.19881478970571
"83",0.334516455601635,0.697355861585654,0.738889510286972,0.145674898567543
"84",0.535652065760722,0.498169144330147,0.667287798996549,0.112489942065773
"85",0.457456810785391,0.447720935468429,0.521321518407536,0.674376117480985
"86",0.502146880171993,0.916928342880814,0.1445630606826,0.763384476548526
"87",0.192312679981946,0.281761600381163,0.491150498588104,0.865521901968667
"88",0.222622089400289,0.695783202013533,0.535213238224055,0.793137266999776
"89",0.302740682733046,0.937833362628174,0.418642374845887,0.766724989009422
"90",0.747587379636576,0.305243358169682,0.32400648008267,0.715080851789098
"91",0.155694546780017,0.804216295302114,0.537465815453657,0.139337289290436
"92",0.252480909121555,0.35456534232911,0.536043106613215,0.706140103090355
"93",0.114986452799889,0.640028147727384,0.435554673428913,0.640295918322434
"94",0.462868463836743,0.654218598229012,0.712501551101117,0.485184272735247
"95",0.515645749475474,0.768094483757658,0.455704008170204,0.115804194238569
"96",0.624765205521336,0.124919280878135,0.154476256329965,0.325850324744824
"97",0.0880139322356055,0.300266508989901,0.869569606926691,0.495340552304406
"98",0.886199180617197,0.367120485191034,0.507289863002287,0.0737472492882184
"99",0.196258595410867,0.642578217910403,0.561614552724308,0.159778591426356
"100",0.136744285814265,0.578431240196805,0.518653001260744,0.427728839568528
"101",0.709534729054597,0.122288806376247,0.437625112143744,0.300431589099046
"102",0.350724567174912,0.391076885817373,0.163272920651029,0.201107300733815
"103",0.715794878437716,0.387521786870701,0.373626273935993,0.273380407059366
"104",0.56722603282858,0.270776036142239,0.820798202756726,0.89065954095052
"105",0.703081591639202,0.599250819908255,0.30342550284329,0.105498104582075
"106",0.783008740550306,0.17675102922633,0.618107499327245,0.219057791669454
"107",0.693661759849305,0.689485042695222,0.818771639651885,0.704717317248828
"108",0.814904922257244,0.736603346634989,0.50184991869377,0.165452447264522
"109",0.507299243549683,0.150165900966884,0.238325949709064,0.079201298635453
"110",0.82711120007859,0.427910275203176,0.616751950569783,0.337357372686466
"111",0.608780530150315,0.559859235563116,0.374406909552802,0.83141404128201
"112",0.424071141193022,0.515274064475005,0.281790023808966,0.624425222617574
"113",0.550142642878927,0.0768601464606555,0.762817400687906,0.496142395209588
"114",0.84242721828366,0.648885874772511,0.898613925488732,0.521345258108008
"115",0.683841997912885,0.425639324710438,0.857875824422975,0.60744344581617
"116",0.153861953380651,0.746880689805839,0.83464017889795,0.454249938108093
"117",0.265219102504863,0.35810102369603,0.880540183555734,0.617737654747907
"118",0.125791646955601,0.363460047467213,0.564163463937584,0.35149837497522
"119",0.861893962382871,0.847776975306084,0.769928707636095,0.58918995605948
"120",0.498892220174894,0.140395094452625,0.886941074732292,0.350299106650054
"121",0.726117805202957,0.133543841795264,0.544122738471321,0.690332575578775
"122",0.719354914378242,0.503413033883553,0.378307555181839,0.692431637371025
"123",0.781457683754353,0.545927928331574,0.205381229743029,0.425069293845112
"124",0.100237826976726,0.624065775427236,0.0836765533040411,0.194525757814491
"125",0.58687853993216,0.331150241152583,0.166794144402125,0.755032911423727
"126",0.421163226410281,0.661653922892708,0.910313849669016,0.814809899384355
"127",0.218354211161911,0.227053843217436,0.598318507931461,0.488067172255833
"128",0.331914425005671,0.106656280676502,0.399358206654433,0.207376910814616
"129",0.657682683114628,0.686254448099727,0.705141612487246,0.828600832343966
"130",0.533619863922774,0.580929422460363,0.187592740469013,0.895718313985105
"131",0.706670732644187,0.897965824526868,0.894854189635787,0.946281653029977
"132",0.397678604388077,0.0832533010467887,0.306782884049296,0.508357023012026
"133",0.326826251499089,0.100534256553011,0.150436014495125,0.889928727190542
"134",0.31824465922213,0.457813907568676,0.730776559979921,0.553494062257399
"135",0.0993179781442242,0.889909632619736,0.204213206411472,0.230775678929474
"136",0.717794886903638,0.893510672259144,0.31862632380233,0.656944510984966
"137",0.0870698884099589,0.119452322736782,0.61069353363776,0.241978501297999
"138",0.500261145338549,0.212592225669151,0.686952907982548,0.372872960506938
"139",0.635224561899169,0.96041838962751,0.496513013538372,0.52541403110006
"140",0.912449086084297,0.451284242107732,0.167463254635555,0.167512040278941
"141",0.28866497732832,0.364402385545296,0.332440257778923,0.791590339855757
"142",0.837852794810398,0.227607474691634,0.946627950848945,0.616530161331674
"143",0.207929448356985,0.351626567915082,0.660990854493742,0.223770272575784
"144",0.617984728807849,0.286088449539883,0.300164573449375,0.128216322252327
"145",0.802818738341198,0.186762232639095,0.182640690913291,0.908055854494284
"146",0.796456632237615,0.372198118089499,0.079005776068994,0.107919352780362
"147",0.444371670526452,0.658167835844215,0.343993948271631,0.140069162935085
"148",0.0941405731146889,0.403052434415357,0.360079701287738,0.368843800815687
"149",0.888418202960664,0.589228824685394,0.18067570431291,0.860764747494499
"150",0.146997029114781,0.452541855500479,0.875552856276876,0.912612004926362
"151",0.426702401842589,0.255245721972148,0.340055375871847,0.446242283656861
"152",0.433291384174954,0.805767158913493,0.357926640954268,0.660689532541936
"153",0.630135994943058,0.431670961472472,0.114198247010687,0.060977392663647
"154",0.793789188804304,0.116901416629553,0.381142764092822,0.762747819475563
"155",0.346240109826904,0.294231907931888,0.944959129240098,0.0814281799497881
"156",0.528831454273313,0.637637577861481,0.442776824269178,0.66491500989534
"157",0.503207367373896,0.884048202830101,0.855640412570376,0.913472978882159
"158",0.921077130827388,0.832797902068456,0.0885471414881093,0.83440244603503
"159",0.852740299055087,0.480717914458032,0.342729581758779,0.153275519238253
"160",0.0449440466339833,0.84384619242678,0.609000007255735,0.493729179608303
"161",0.461380898189797,0.551055829015095,0.31819539024162,0.404466027493056
"162",0.125543796274745,0.67387523004885,0.898488597015385,0.151711007021368
"163",0.116767871591063,0.828873637029236,0.315848729589488,0.0782255392488358
"164",0.338707720460703,0.678661765924189,0.271800724506777,0.367036498086527
"165",0.824209564312561,0.852626831008654,0.964280035270578,0.581945664571665
"166",0.389819278883016,0.156157494037346,0.168870910208207,0.217279157234755
"167",0.12922690673698,0.413156180713725,0.410321529634696,0.846770893396211
"168",0.167817642691412,0.539447597585219,0.122886555785912,0.845027115005068
"169",0.505072781009533,0.229108713284201,0.240425069755875,0.657212187725319
"170",0.78466862775718,0.89540625329329,0.177943939020458,0.726920067654324
"171",0.160045233818902,0.492021117967088,0.322039354179454,0.60547609191787
"172",0.914444387919003,0.69400681092038,0.585194170202262,0.491416225103063
"173",0.484304087653956,0.182193042364836,0.662420156909752,0.872338503836987
"174",0.899327754241614,0.82469282996109,0.621666971638998,0.761036223469502
"175",0.405454727386324,0.862477309204904,0.291138836091185,0.899171907563494
"176",0.193599630560992,0.386816484813711,0.626254803749533,0.559420218085205
"177",0.894486417986253,0.525383311730943,0.911430419075768,0.684171986909849
"178",0.249748858707691,0.476510719832232,0.647132935736195,0.723387418171125
"179",0.483351359990692,0.188914436151806,0.603377345141489,0.208693153416804
"180",0.459173971106564,0.842725016723187,0.981084407257315,0.741771791116002
"181",0.32973457078649,0.535701985656217,0.6415434505235,0.384052214980391
"182",0.306635169934348,0.562214675959466,0.90241505742705,0.548373736257864
"183",0.572902345981648,0.561320446120309,0.670886555910776,0.914940437690488
"184",0.242205780198066,0.410362569356803,0.233296988300447,0.324795460148182
"185",0.266258562776327,0.905918557645553,0.748953246528815,0.317952644922105
"186",0.229440363474589,0.908181065249789,0.939014670300697,0.515226540358271
"187",0.0957481103114385,0.0442534285664026,0.244406204764133,0.378294331362205
"188",0.822495424218276,0.808567976039568,0.571969849195198,0.594013253224548
"189",0.106073201536534,0.607556924072893,0.546101782183562,0.868484291651818
"190",0.348269732255555,0.0664993667529364,0.832837441338426,0.814250676799233
"191",0.0735524554048399,0.596615320354301,0.74062509740603,0.202868496824189
"192",0.626612171831075,0.323609825025446,0.556024824566807,0.943313464627136
"193",0.479368747532301,0.88645947767089,0.186581190917974,0.129908062308428
"194",0.267945208086499,0.778883310927278,0.862684560363247,0.157825074275357
"195",0.542835558078451,0.713389992485089,0.783447426601446,0.249032432179166
"196",0.86006747314141,0.0450981446312341,0.0940789739551422,0.486441234621618
"197",0.556652571207045,0.459898295458074,0.602109009869663,0.478646149463685
"198",0.669684061047155,0.676081842363014,0.439495037271242,0.179711023140033
"199",0.577607948097866,0.0989701172992188,0.3901851145524,0.0577001624467916
"200",0.898564801145611,0.299543870336243,0.22424550651107,0.966610626879015
"201",0.121778559946522,0.813480845900319,0.406418139814133,0.574576769914545
"202",0.753150770074821,0.376187401804075,0.0965429992025851,0.855634001094648
"203",0.877995694262042,0.584992614999813,0.620283604992687,0.155712841371673
