"","V1","V2","V3"
"1",0.29413228420075,0.107353949991986,0.701779871225823
"2",0.187626172730699,0.0543104408639483,0.918847965478897
"3",0.809074146602768,0.269113952395041,0.59554148814315
"4",0.560683522169013,0.742342617339455,0.880040313341655
"5",0.262560297929216,0.222916540633887,0.797871590934694
"6",0.275217243024148,0.12763046698086,0.477828025287483
"7",0.830108365362044,0.758356678237673,0.605173019817099
"8",0.467021331929602,0.476523354130331,0.23394979935186
"9",0.673015633828007,0.227341294131707,0.588072804795578
"10",0.90247175271064,0.415942330429796,0.693790982845705
"11",0.0670099140787497,0.574861224282533,0.0654480389687233
"12",0.450326524916105,0.66724967060145,0.483513332728762
"13",0.80298024305841,0.213493643806782,0.156087280103937
"14",0.869416410358157,0.453122091745026,0.585094218358397
"15",0.756841272055171,0.882366550610401,0.263249921563547
"16",0.449933573676273,0.931939068951644,0.0797003191951662
"17",0.525681414743885,0.482901250094175,0.386499432749115
"18",0.684752927253023,0.919466362237465,0.378446677567903
"19",0.550174405917991,0.321485978841316,0.76076789355604
"20",0.779126557912677,0.512699157543946,0.0696373704783618
"21",0.842388318080455,0.0692709284024313,0.630091796671506
"22",0.658432996801101,0.430829352445435,0.401000074983109
"23",0.609898946816567,0.576889856045134,0.699436817667447
"24",0.553082732044626,0.486058568652719,0.119745865479577
"25",0.255410402870271,0.179152421364561,0.109785790516995
"26",0.678636817696039,0.820025020588655,0.709591896725353
"27",0.905458721480332,0.250190412078053,0.781323633183259
"28",0.463857896799687,0.925297588904388,0.49604546455387
"29",0.392035212138668,0.229884816523176,0.598672323122155
"30",0.730805666796397,0.770356160916854,0.0723848509760573
"31",0.52958002995979,0.598745618085843,0.248488934045658
"32",0.138317611886188,0.220887964096386,0.384772212787531
"33",0.201700567500666,0.105337869029026,0.937190519806463
"34",0.183638348770328,0.446015612329822,0.252174643550068
"35",0.305136274323799,0.332318312893156,0.507354368317872
"36",0.785244551604148,0.73870787012903,0.327027683311142
"37",0.327609646026976,0.498408993643243,0.817952833086718
"38",0.724526764739305,0.555529569412116,0.81229155512061
"39",0.408036001740489,0.0678946452741511,0.876346614350099
"40",0.11293989609601,0.842205881936941,0.409242135542911
"41",0.72070271329768,0.699718535949942,0.915947393714916
"42",0.894836269125342,0.625201462020632,0.616945089393295
"43",0.901294029053301,0.857557469309308,0.0806608635010198
"44",0.882031700217631,0.88573970195977,0.275268902707379
"45",0.729916519602761,0.277085756476037,0.753451525594574
"46",0.84796538808709,0.611341810123995,0.179260582926217
"47",0.0836086679506116,0.558650747342966,0.349315445431974
"48",0.270511571058072,0.270549276524689,0.620384341017809
"49",0.357275443091989,0.528351035434287,0.13073185594799
"50",0.471577516052406,0.0980391229535453,0.743975395735819
"51",0.877807620210107,0.35799109610822,0.77825090853218
"52",0.657690567018464,0.0522185385930352,0.165604102290701
"53",0.921953508579172,0.545096633537672,0.426921828137245
"54",0.814698338801973,0.436729344417807,0.395171573343221
"55",0.153525289430749,0.070747436594218,0.570258826510981
"56",0.0579048292678781,0.0958065361394547,0.20896675262833
"57",0.648765617518686,0.152599737050477,0.902804050515406
"58",0.322871623935178,0.723691357966512,0.0636606782469898
"59",0.545410541604739,0.637857395423576,0.650679941825103
"60",0.816503256857861,0.411548778711818,0.513585473237094
"61",0.922145410360768,0.267879649242852,0.296918654965702
"62",0.172873529132921,0.246232275112066,0.467035618623719
"63",0.691472385415807,0.686633793679532,0.224390667025466
"64",0.75046094860509,0.844160144823138,0.388311427716631
"65",0.0962772557777353,0.506283964089584,0.23714853309188
"66",0.269729614749551,0.880747104439419,0.196116310557351
"67",0.574838652395178,0.595361630308907,0.807584902400151
"68",0.166063440742437,0.775258676958736,0.537408087627497
"69",0.0881342675904743,0.342667107822839,0.580773737125099
