"","V1","V2","V3"
"1",0.11956042692032,0.653524728877403,0.463565599250474
"2",0.425050028712223,0.698706185448848,0.447514174790787
"3",0.901569080453233,0.878671084508034,0.797321865188756
"4",0.569606810800199,0.70959535831386,0.604696275007778
"5",0.0826974947161839,0.0982047880248034,0.297184702288359
"6",0.291291768336336,0.596635184784952,0.691168676338025
"7",0.531337121203209,0.264646985503246,0.547712684588706
"8",0.918765899924827,0.110031130477853,0.938669740987077
"9",0.250708484794346,0.333590614446106,0.274345570593141
"10",0.849953485341809,0.210724040672981,0.745918967351983
"11",0.678201416461795,0.937906460105774,0.0869762354610222
"12",0.914487058892513,0.126891490717618,0.0637229530892468
"13",0.155359719690002,0.262271562300489,0.478310615939221
"14",0.553003947959348,0.510506461857086,0.474514255197386
"15",0.456729363968396,0.889490435212585,0.150725370256696
"16",0.526783213465741,0.65882421567138,0.871553437945633
"17",0.358236324291543,0.582694555498061,0.172359675573119
"18",0.0592409322148056,0.18671156782158,0.582953670930583
"19",0.234309231806546,0.416866363474567,0.190026320695678
"20",0.586325044396799,0.141894087918169,0.645460481433131
"21",0.584463464645004,0.350799733268962,0.42347854897646
"22",0.80055326868148,0.835371366775861,0.213949163441014
"23",0.769392037276578,0.486186559423139,0.430593388620764
"24",0.656621153505319,0.601016090612726,0.811257099224853
"25",0.434841003182145,0.397407110663064,0.780183292951302
"26",0.848362359964355,0.503824339674985,0.621660981076836
"27",0.766867419385152,0.924559209992045,0.590202967829869
"28",0.40259121625784,0.412628450160181,0.0907954940948236
"29",0.253058019777693,0.11402274239642,0.812679034323165
"30",0.432695532171721,0.366471264106221,0.954627921474831
"31",0.871181423494792,0.569170127393944,0.246245761898546
"32",0.360759604692991,0.792942492164605,0.0730956180979099
"33",0.211597412976636,0.862065780377015,0.0884738242383381
"34",0.755684988739834,0.423592200986708,0.119088990024757
"35",0.782963535994225,0.821382343342328,0.341761615403728
"36",0.913672742673662,0.112646113862284,0.577666650911061
"37",0.302660657665027,0.377603081702587,0.927369229755298
"38",0.459032772584552,0.555697348829625,0.310274081231494
"39",0.785250596067136,0.713103523435005,0.41441515965487
"40",0.320782507614765,0.413556033545506,0.795029867519625
"41",0.174760121851162,0.872443662270504,0.395084432650224
"42",0.407150358745296,0.431471715332342,0.59719303647921
"43",0.709059316905415,0.330163225071571,0.245598358316014
"44",0.898159955717357,0.722809455195841,0.956895967098951
"45",0.453773418407821,0.365529318924195,0.68263130795011
"46",0.924955402343268,0.533139422621378,0.105659811841989
"47",0.0734747548850386,0.155313892584361,0.204043154325004
"48",0.151074958543426,0.773157574288281,0.329260998672606
"49",0.842515779157901,0.0602058423400324,0.860358885599167
"50",0.641831352378109,0.203037016431668,0.456699488093145
"51",0.0776786971967002,0.856816617548133,0.678245312973325
"52",0.945915496700909,0.151269652702446,0.881691957160697
"53",0.676489981113534,0.509504627140372,0.449227940073303
"54",0.347379017440003,0.552136770030484,0.706269575614549
"55",0.190032356612251,0.634999307038795,0.315206732524426
"56",0.126398135877015,0.802829939819806,0.189129508413108
"57",0.0971844250628991,0.316399048685229,0.661117405843854
"58",0.188218003023815,0.449592348937544,0.666760308517675
"59",0.590538109371638,0.707176505964515,0.106739246124136
"60",0.659869601755469,0.197491846243585,0.111712080715224
"61",0.192302773962396,0.0901157763999488,0.192607457304839
"62",0.0767675426954936,0.479106248113593,0.211710689822212
"63",0.920437660571853,0.348242349300999,0.382630376898617
"64",0.596772162948536,0.520954384623495,0.838734504645025
"65",0.454708447393163,0.26804548419247,0.531019840914024
"66",0.673435121169646,0.324880844636022,0.368458230993378
"67",0.936696245741166,0.251739368980551,0.214414032958781
"68",0.228859686707812,0.733492099989671,0.319552479956765
"69",0.432899350208297,0.165933249573157,0.791249370119601
"70",0.958486581883127,0.451334953607127,0.243806482273753
"71",0.101429553005312,0.0362406583639261,0.912352252821105
"72",0.336796530324833,0.407967051111295,0.647413212943024
"73",0.944264401220051,0.847540783709514,0.108061277941202
"74",0.620031806971279,0.297576140548834,0.2576863274088
"75",0.515275045737092,0.295687782888168,0.937645311687541
"76",0.916418469205964,0.916430576586031,0.37259197308815
"77",0.719782594620649,0.291033768949232,0.788780482670492
"78",0.531968911416895,0.318801741481958,0.147178356642502
"79",0.256394595979114,0.632813905281281,0.464419444841333
"80",0.116446377415143,0.822639348178969,0.852020189717212
"81",0.758074817348139,0.734370644003752,0.701733582267937
"82",0.284376157855815,0.382842966015783,0.472555207099233
"83",0.0539512714537393,0.84169422796495,0.581445868657569
"84",0.935279291820313,0.28475511976684,0.109259073618201
"85",0.238689451668345,0.942118361658151,0.57448164019135
"86",0.613241802535153,0.894272106652747,0.576848593704469
"87",0.0886434440344705,0.743723885331502,0.72058467587822
"88",0.470487145945164,0.547141481752374,0.655163270823458
"89",0.128161830445086,0.0374827254729878,0.497610706815696
"90",0.788972103329642,0.732702934776899,0.325720249797617
"91",0.345869119438077,0.739987961497557,0.701293187123457
"92",0.821251995623378,0.953750180525572,0.0853566279724639
"93",0.94145851922288,0.637972422824906,0.572738515549739
"94",0.621938769217315,0.649361440552332,0.579001753249738
"95",0.638655999309184,0.752643935738597,0.683543541852518
"96",0.777531506946377,0.227197712688441,0.252313963261965
"97",0.201055852502385,0.123628989094536,0.0749684453812162
"98",0.11730367618114,0.640587138451436,0.903066482004111
"99",0.854811126039297,0.30828556070836,0.427626581514986
"100",0.378834807133369,0.767709485337005,0.512251449813401
"101",0.61668834209176,0.613905100293258,0.253968547964801
"102",0.893197273924015,0.0735571662842163,0.503137650401664
"103",0.55229809124821,0.169071114116149,0.792610721200638
"104",0.0753795180985305,0.346273580643881,0.088921040621187
"105",0.417990298932751,0.900665122580249,0.726949026700375
"106",0.288005898417572,0.921708257149772,0.492836512648833
"107",0.47409257987747,0.866508311317302,0.305533469318346
"108",0.714528816511988,0.139269587578518,0.802655069795437
"109",0.630915213870217,0.56473375720105,0.498665780438709
"110",0.0717623190412165,0.93197922628506,0.0530964867710801
"111",0.416278603267523,0.805501381450532,0.913630677350531
"112",0.83829938353638,0.464402376790864,0.0944126384731914
"113",0.545598874286017,0.774731502683634,0.183434570566086
"114",0.220798186526767,0.64739209898049,0.831634731198262
"115",0.811411707554279,0.0684709999703669,0.7229472511122
"116",0.38851976073214,0.512936911923212,0.231057421542771
"117",0.542799829211685,0.418028499240588,0.909338199692512
"118",0.295686891631755,0.609184664671442,0.609446223069515
"119",0.558417572472245,0.279242923047859,0.392294545884444
"120",0.353074627040021,0.585202001670509,0.0831742638342881
"121",0.566846459573467,0.440053036535225,0.15841521090329
"122",0.438921150509601,0.728599247775772,0.282890879053822
"123",0.142693550392121,0.585886677456354,0.556152349650594
"124",0.73845514895461,0.0266322353508856,0.864473732142443
"125",0.066072388340586,0.13357491711587,0.898679712254088
"126",0.356581635979736,0.0922495257817874,0.232555127487119
"127",0.108374298749092,0.934357285069501,0.714964254416326
"128",0.727616929684633,0.604402177059424,0.347097754444528
"129",0.581235053791066,0.492332246263645,0.317232465729716
"130",0.36532830036711,0.356587916799222,0.86374229534895
"131",0.272371692465884,0.477666621431043,0.199038575717048
"132",0.837031590905972,0.389246505892037,0.200070263754377
"133",0.397607510178683,0.580529779999384,0.774471399446484
"134",0.739370082928134,0.770699529325856,0.0723437282123736
"135",0.835111417463382,0.689212625332044,0.543505587516619
"136",0.104094055351203,0.246027190885839,0.599583011620146
"137",0.711171395652595,0.863664067597461,0.732518428607312
"138",0.599629658610294,0.86999656959337,0.908011478120129
"139",0.292697021781933,0.512823250497625,0.858217229244765
"140",0.180065939174632,0.824768683260107,0.69900617616617
"141",0.744831136587475,0.787313604348539,0.878059789018506
"142",0.0526405621137071,0.583297398129611,0.82577667267095
"143",0.768400053663978,0.83882698092144,0.542599581596442
"144",0.335391933474291,0.850218035891719,0.891892795539128
"145",0.682855336148558,0.105207166641818,0.271704295325825
"146",0.525437780700491,0.650052654806724,0.970017382890718
"147",0.928843439138894,0.20893617695896,0.5279085309411
"148",0.409974555274405,0.286132762151704,0.926925884627604
"149",0.66422943228257,0.18433907063312,0.635262492973624
"150",0.240061973661317,0.876801706120106,0.166230145364201
"151",0.162928670308486,0.175519763698269,0.649947125552156
"152",0.282818854428562,0.207519973164225,0.360256752023207
"153",0.442728466891817,0.306840520125947,0.20175876954138
"154",0.43045845064135,0.576410018364633,0.901607478429297
"155",0.0482557751398001,0.895451068484025,0.805899883106883
"156",0.225701418189066,0.823304955329347,0.353078076119335
"157",0.911824764007636,0.385697700496696,0.917185538123096
"158",0.555344626611498,0.757613031448065,0.460715136562607
"159",0.133466760244753,0.498596695720085,0.39867644661206
"160",0.657171405875789,0.748952278499492,0.479296251947859
"161",0.856760789701449,0.241712253224105,0.128114869554328
"162",0.561476581441904,0.23522106310652,0.0771307314606383
"163",0.529262665318924,0.0650222674301559,0.873270417799774
"164",0.770013762650945,0.456009446695181,0.763320304312344
"165",0.327164222933685,0.740801714686344,0.306364228536508
"166",0.89530235394902,0.629884026649275,0.0610445691645145
"167",0.211421935206745,0.737542737918972,0.85305126048691
"168",0.226633496694267,0.958544671920993,0.897763036253995
"169",0.0398626470113439,0.718164847508805,0.969510622769262
"170",0.495087900968668,0.943381992336363,0.152525310411584
"171",0.234071775550422,0.473982532221624,0.587130873362268
"172",0.1858380911619,0.1011524009668,0.445102905395574
"173",0.772159632285392,0.575342690307714,0.787798226807666
"174",0.883749376299259,0.724998444559252,0.75718241119724
"175",0.4692028004879,0.355468992015147,0.331198173848846
"176",0.937193531280916,0.665916920573052,0.906145901718576
"177",0.63157759835744,0.312623649210935,0.921640794951402
"178",0.398650870399683,0.254102557491112,0.695195178313713
"179",0.503058021134098,0.933555675681148,0.686910828249862
"180",0.32237952771131,0.562140322710787,0.357207056609581
"181",0.207543179815569,0.354069602899586,0.531777183875841
"182",0.790620238178277,0.917496990584768,0.267970387774985
"183",0.647680548974313,0.418572022007845,0.0648854988084973
"184",0.637277081114839,0.0797673607714075,0.730256110288402
"185",0.905513665212119,0.851659818955231,0.489330874729369
"186",0.368777429690651,0.915211915750988,0.0822234482348098
"187",0.858886436451493,0.171458372257849,0.896986781633126
"188",0.195976138908549,0.698266180583742,0.437716723329587
"189",0.0812696917351734,0.400117941846339,0.377219626187413
"190",0.76560923427044,0.589345982866362,0.450783951677981
"191",0.671927103171724,0.518355176501375,0.611091020989697
"192",0.462207557765567,0.838338162714748,0.539485983665301
"193",0.465483209995021,0.269883949113677,0.84116596941171
"194",0.803633534229427,0.304695407792793,0.747353459993776
"195",0.948181987877802,0.712499725658314,0.0593792981012458
"196",0.923584134429693,0.639591588040015,0.704458995212335
"197",0.343352056148329,0.114366973547731,0.669179421366924
"198",0.761634244799747,0.481089789469926,0.628784109362667
"199",0.474372144398346,0.448098840748426,0.0412682849657722
"200",0.561047215746782,0.870979077758467,0.124486457803619
"201",0.467975051924586,0.829035240228487,0.208557017145878
"202",0.255346846021047,0.19990471941552,0.836925267168055
"203",0.450117935402585,0.644730441916534,0.15312869801186
"204",0.922427337012653,0.506240126152323,0.829359515765682
"205",0.489932415058969,0.251209800585306,0.614339347125164
"206",0.168575849754935,0.30279247166855,0.387845129757188
"207",0.588249701908124,0.175841619127896,0.250867420339824
"208",0.680505180102773,0.892187456148344,0.169683185758601
"209",0.704634989037045,0.695698443924942,0.146813154990918
"210",0.522882090128759,0.337506817739923,0.5129339043826
"211",0.581737763948539,0.224662745436986,0.692581770367854
"212",0.53599450284848,0.85852678462231,0.628085307282994
"213",0.886564454665474,0.0520632947259583,0.640912831970491
"214",0.136532516209741,0.0311687509948388,0.236999893404344
"215",0.479788485421866,0.496098088743165,0.431989930018982
"216",0.622913884368193,0.120204085922534,0.957255152858727
"217",0.317105812825529,0.226028322970295,0.113178509780139
"218",0.748848459314488,0.939158963637892,0.776346206151149
"219",0.804494469727922,0.952204752103758,0.504293323595276
"220",0.426993332549131,0.119999412989044,0.925398367111837
"221",0.0687892627024225,0.769442006319961,0.125973847053413
"222",0.833532985475779,0.568519421984841,0.560453514643014
"223",0.643227609746557,0.964461764944717,0.294112923928603
"224",0.419731942152139,0.950058325462243,0.847817768126261
